Driver,Kart,Tires,Glider,Weight,Acceleration,On-Road Traction,Off-Road Traction,Mini Turbo,Ground Speed,Water Speed,Anti-Gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-Gravity Handling,Air Handling,key
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,3.5,3,2.5,3,3,1.5,3.25,2,4,3.75,4.5,3.75,23.532.5331.53.25233.754.53.75
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",2,3.25,2.75,2.75,2.75,3.25,1.75,3,2.25,4,3.5,4.75,3.5,23.252.752.752.753.251.7532.253.253.54.753.5
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",2.25,3.25,3,2.5,2.75,3.25,1.5,3.25,2.25,4,3.75,4.5,3.5,2.253.2532.52.753.251.53.252.253.253.754.53.5
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,3.75,2.75,3,3.5,2.75,2.25,3.25,2.5,4.5,4.5,5,4.5,1.53.752.7533.52.752.253.252.52.754.554.5
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,3.75,3,2.75,3.5,2.75,2,3.25,2.5,4.5,4.75,4.75,4.5,1.753.7532.753.52.7523.252.52.754.754.754.5
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",1.75,3.5,2.75,3,3.25,3,2.25,3,2.75,4.5,4.5,5,4.25,1.753.52.7533.2532.2532.7534.554.25
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",2,3.5,3,2.75,3.25,3,2,3.25,2.75,4.5,4.75,4.75,4.25,23.532.753.25323.252.7534.754.754.25
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.25,4.25,2.25,4.25,4,2.25,2,2.5,3,4,3.75,4.75,4.25,1.254.252.254.2542.2522.532.253.754.754.25
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.5,4.25,2.5,4,4,2.25,1.75,2.5,3,4,4,4.5,4.25,1.54.252.5442.251.752.532.2544.54.25
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",1.5,4,2.25,4.25,3.75,2.5,2,2.25,3.25,4,3.75,4.75,4,1.542.254.253.752.522.253.252.53.754.754
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",1.75,4,2.5,4,3.75,2.5,1.75,2.5,3.25,4,4,4.5,4,1.7542.543.752.51.752.53.252.544.54
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,4.25,2.25,4,3.75,2.5,2.5,2.75,2.75,4.25,4.25,5,4.25,1.54.252.2543.752.52.52.752.752.54.2554.25
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,4.25,2.5,3.75,3.75,2.5,2.25,2.75,2.75,4.25,4.5,4.75,4.25,1.754.252.53.753.752.52.252.752.752.54.54.754.25
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",1.75,4,2.25,4,3.5,2.75,2.5,2.5,3,4.25,4.25,5,4,1.7542.2543.52.752.52.532.754.2554
"Baby Mario, Baby Luigi, Dry Bones","Blue Falcon, Splat Buggy","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",2,4,2.5,3.75,3.5,2.75,2.25,2.75,3,4.25,4.5,4.75,4,242.53.753.52.752.252.7532.754.54.754
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,5,2.75,3.5,4.75,1.75,2.25,2.5,2.75,4.75,4,4.75,4.75,1.552.753.54.751.752.252.52.751.7544.754.75
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,5,3,3.25,4.75,1.75,2,2.5,2.75,4.75,4.25,4.5,4.75,1.75533.254.751.7522.52.751.754.254.54.75
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",1.75,4.75,2.75,3.5,4.5,2,2.25,2.25,3,4.75,4,4.75,4.5,1.754.752.753.54.522.252.253244.754.5
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",2,4.75,3,3.25,4.5,2,2,2.5,3,4.75,4.25,4.5,4.5,24.7533.254.5222.5324.254.54.5
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3.75,2.75,3.25,3.5,2.5,2.5,2.25,2.75,4.5,3.75,4,4.25,2.53.752.753.253.52.52.52.252.752.53.7544.25
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3.75,3,3,3.5,2.5,2.25,2.25,2.75,4.5,4,3.75,4.25,2.753.75333.52.52.252.252.752.543.754.25
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",2.75,3.5,2.75,3.25,3.25,2.75,2.5,2,3,4.5,3.75,4,4,2.753.52.753.253.252.752.5232.753.7544
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",3,3.5,3,3,3.25,2.75,2.25,2.25,3,4.5,4,3.75,4,33.5333.252.752.252.2532.7543.754
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,4.25,3.25,4.5,4,2,2.25,2.5,2.5,4,3.5,3.75,4.5,2.54.253.254.5422.252.52.523.53.754.5
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,4.25,3.5,4.25,4,2,2,2.5,2.5,4,3.75,3.5,4.5,2.754.253.54.254222.52.523.753.54.5
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",2.75,4,3.25,4.5,3.75,2.25,2.25,2.25,2.75,4,3.5,3.75,4.25,2.7543.254.53.752.252.252.252.752.253.53.754.25
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",3,4,3.5,4.25,3.75,2.25,2,2.5,2.75,4,3.75,3.5,4.25,343.54.253.752.2522.52.752.253.753.54.25
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,4.5,3.25,4.25,3.75,2.25,2.75,2.5,2.5,4.25,3.5,4.25,4.75,2.254.53.254.253.752.252.752.52.52.253.54.254.75
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,4.5,3.5,4,3.75,2.25,2.5,2.5,2.5,4.25,3.75,4,4.75,2.54.53.543.752.252.52.52.52.253.7544.75
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",2.5,4.25,3.25,4.25,3.5,2.5,2.75,2.25,2.75,4.25,3.5,4.25,4.5,2.54.253.254.253.52.52.752.252.752.53.54.254.5
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",2.75,4.25,3.5,4,3.5,2.5,2.5,2.5,2.75,4.25,3.75,4,4.5,2.754.253.543.52.52.52.52.752.53.7544.5
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,5.25,2.5,3.75,5,1.5,2.5,2,3,5,4.25,4.75,5.25,1.55.252.53.7551.52.5231.54.254.755.25
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,5.25,2.75,3.5,5,1.5,2.25,2,3,5,4.5,4.5,5.25,1.755.252.753.551.52.25231.54.54.55.25
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",1.75,5,2.5,3.75,4.75,1.75,2.5,1.75,3.25,5,4.25,4.75,5,1.7552.53.754.751.752.51.753.251.754.254.755
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",2,5,2.75,3.5,4.75,1.75,2.25,2,3.25,5,4.5,4.5,5,252.753.54.751.752.2523.251.754.54.55
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,4,3.5,2.75,3.5,2.5,1.75,3,2.25,4.5,3.25,4.25,4.5,2.2543.52.753.52.51.7532.252.53.254.254.5
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,4,3.75,2.5,3.5,2.5,1.5,3,2.25,4.5,3.5,4,4.5,2.543.752.53.52.51.532.252.53.544.5
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",2.5,3.75,3.5,2.75,3.25,2.75,1.75,2.75,2.5,4.5,3.25,4.25,4.25,2.53.753.52.753.252.751.752.752.52.753.254.254.25
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",2.75,3.75,3.75,2.5,3.25,2.75,1.5,3,2.5,4.5,3.5,4,4.25,2.753.753.752.53.252.751.532.52.753.544.25
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4.25,3.5,3,4,2.25,2.25,3,2.75,5,4.25,4.5,5.25,24.253.5342.252.2532.752.254.254.55.25
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4.25,3.75,2.75,4,2.25,2,3,2.75,5,4.5,4.25,5.25,2.254.253.752.7542.25232.752.254.54.255.25
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",2.25,4,3.5,3,3.75,2.5,2.25,2.75,3,5,4.25,4.5,5,2.2543.533.752.52.252.7532.54.254.55
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",2.5,4,3.75,2.75,3.75,2.5,2,3,3,5,4.5,4.25,5,2.543.752.753.752.52332.54.54.255
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,4.75,3,4.25,4.5,1.75,2,2.25,3.25,4.5,3.5,4.25,5,1.754.7534.254.51.7522.253.251.753.54.255
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,4.75,3.25,4,4.5,1.75,1.75,2.25,3.25,4.5,3.75,4,5,24.753.2544.51.751.752.253.251.753.7545
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",2,4.5,3,4.25,4.25,2,2,2,3.5,4.5,3.5,4.25,4.75,24.534.254.252223.523.54.254.75
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",2.25,4.5,3.25,4,4.25,2,1.75,2.25,3.5,4.5,3.75,4,4.75,2.254.53.2544.2521.752.253.523.7544.75
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4.75,3,4,4.25,2,2.5,2.5,3,4.75,4,4.5,5,24.75344.2522.52.53244.55
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4.75,3.25,3.75,4.25,2,2.25,2.5,3,4.75,4.25,4.25,5,2.254.753.253.754.2522.252.5324.254.255
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",2.25,4.5,3,4,4,2.25,2.5,2.25,3.25,4.75,4,4.5,4.75,2.254.53442.252.52.253.252.2544.54.75
"Baby Mario, Baby Luigi, Dry Bones","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",2.5,4.5,3.25,3.75,4,2.25,2.25,2.5,3.25,4.75,4.25,4.25,4.75,2.54.53.253.7542.252.252.53.252.254.254.254.75
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,4,2.5,3,3.75,2.5,2,2.75,2.25,4,3.75,4.5,3.75,1.7542.533.752.522.752.252.53.754.53.75
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,4,2.75,2.75,3.75,2.5,1.75,2.75,2.25,4,4,4.25,3.75,242.752.753.752.51.752.752.252.544.253.75
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",2,3.75,2.5,3,3.5,2.75,2,2.5,2.5,4,3.75,4.5,3.5,23.752.533.52.7522.52.52.753.754.53.5
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",2.25,3.75,2.75,2.75,3.5,2.75,1.75,2.75,2.5,4,4,4.25,3.5,2.253.752.752.753.52.751.752.752.52.7544.253.5
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,2.75,2.5,2.75,2.5,3.25,2.25,2.5,2.25,3.75,3.5,3.75,3.25,2.752.752.52.752.53.252.252.52.253.253.53.753.25
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.75,2.75,2.5,2.5,3.25,2,2.5,2.25,3.75,3.75,3.5,3.25,32.752.752.52.53.2522.52.253.253.753.53.25
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",3,2.5,2.5,2.75,2.25,3.5,2.25,2.25,2.5,3.75,3.5,3.75,3,32.52.52.752.253.52.252.252.53.53.53.753
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",3.25,2.5,2.75,2.5,2.25,3.5,2,2.5,2.5,3.75,3.75,3.5,3,3.252.52.752.52.253.522.52.53.53.753.53
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,3.25,3,4,3,2.75,2,2.75,2,3.25,3.25,3.5,3.5,2.753.253432.7522.7522.753.253.53.5
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,3.25,3.25,3.75,3,2.75,1.75,2.75,2,3.25,3.5,3.25,3.5,33.253.253.7532.751.752.7522.753.53.253.5
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",3,3,3,4,2.75,3,2,2.5,2.25,3.25,3.25,3.5,3.25,33342.75322.52.2533.253.53.25
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",3.25,3,3.25,3.75,2.75,3,1.75,2.75,2.25,3.25,3.5,3.25,3.25,3.2533.253.752.7531.752.752.2533.53.253.25
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3.5,3,3.75,2.75,3,2.5,2.75,2,3.5,3.25,4,3.75,2.53.533.752.7532.52.75233.2543.75
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3.5,3.25,3.5,2.75,3,2.25,2.75,2,3.5,3.5,3.75,3.75,2.753.53.253.52.7532.252.75233.53.753.75
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",2.75,3.25,3,3.75,2.5,3.25,2.5,2.5,2.25,3.5,3.25,4,3.5,2.753.2533.752.53.252.52.52.253.253.2543.5
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",3,3.25,3.25,3.5,2.5,3.25,2.25,2.75,2.25,3.5,3.5,3.75,3.5,33.253.253.52.53.252.252.752.253.253.53.753.5
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,4.25,2.25,3.25,4,2.25,2.25,2.25,2.5,4.25,4,4.5,4.25,1.754.252.253.2542.252.252.252.52.2544.54.25
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,4.25,2.5,3,4,2.25,2,2.25,2.5,4.25,4.25,4.25,4.25,24.252.5342.2522.252.52.254.254.254.25
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",2,4,2.25,3.25,3.75,2.5,2.25,2,2.75,4.25,4,4.5,4,242.253.253.752.52.2522.752.544.54
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",2.25,4,2.5,3,3.75,2.5,2,2.25,2.75,4.25,4.25,4.25,4,2.2542.533.752.522.252.752.54.254.254
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3,3.25,2.25,2.5,3.25,1.5,3.25,1.75,3.75,3,4,3.5,2.533.252.252.53.251.53.251.753.25343.5
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3,3.5,2,2.5,3.25,1.25,3.25,1.75,3.75,3.25,3.75,3.5,2.7533.522.53.251.253.251.753.253.253.753.5
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",2.75,2.75,3.25,2.25,2.25,3.5,1.5,3,2,3.75,3,4,3.25,2.752.753.252.252.253.51.5323.5343.25
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",3,2.75,3.5,2,2.25,3.5,1.25,3.25,2,3.75,3.25,3.75,3.25,32.753.522.253.51.253.2523.53.253.753.25
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,3.25,3.25,2.5,3,3,2,3.25,2.25,4.25,4,4.25,4.25,2.253.253.252.53323.252.25344.254.25
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,3.25,3.5,2.25,3,3,1.75,3.25,2.25,4.25,4.25,4,4.25,2.53.253.52.25331.753.252.2534.2544.25
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",2.5,3,3.25,2.5,2.75,3.25,2,3,2.5,4.25,4,4.25,4,2.533.252.52.753.25232.53.2544.254
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",2.75,3,3.5,2.25,2.75,3.25,1.75,3.25,2.5,4.25,4.25,4,4,2.7533.52.252.753.251.753.252.53.254.2544
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,3.75,2.75,3.75,3.5,2.5,1.75,2.5,2.75,3.75,3.25,4,4,23.752.753.753.52.51.752.52.752.53.2544
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,3.75,3,3.5,3.5,2.5,1.5,2.5,2.75,3.75,3.5,3.75,4,2.253.7533.53.52.51.52.52.752.53.53.754
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",2.25,3.5,2.75,3.75,3.25,2.75,1.75,2.25,3,3.75,3.25,4,3.75,2.253.52.753.753.252.751.752.2532.753.2543.75
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",2.5,3.5,3,3.5,3.25,2.75,1.5,2.5,3,3.75,3.5,3.75,3.75,2.53.533.53.252.751.52.532.753.53.753.75
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,3.75,2.75,3.5,3.25,2.75,2.25,2.75,2.5,4,3.75,4.25,4,2.253.752.753.53.252.752.252.752.52.753.754.254
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,3.75,3,3.25,3.25,2.75,2,2.75,2.5,4,4,4,4,2.53.7533.253.252.7522.752.52.75444
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",2.5,3.5,2.75,3.5,3,3,2.25,2.5,2.75,4,3.75,4.25,3.75,2.53.52.753.5332.252.52.7533.754.253.75
"Baby Mario, Baby Luigi, Dry Bones","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",2.75,3.5,3,3.25,3,3,2,2.75,2.75,4,4,4,3.75,2.753.533.253322.752.753443.75
"Baby Mario, Baby Luigi, Dry Bones","Landship, Streetle","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1,5.25,1.75,4.25,5,1.5,3,1.75,2.25,4.75,4.75,4.5,4.5,15.251.754.2551.531.752.251.54.754.54.5
"Baby Mario, Baby Luigi, Dry Bones","Landship, Streetle","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.25,5.25,2,4,5,1.5,2.75,1.75,2.25,4.75,5,4.25,4.5,1.255.252451.52.751.752.251.554.254.5
"Baby Mario, Baby Luigi, Dry Bones","Landship, Streetle","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",1.25,5,1.75,4.25,4.75,1.75,3,1.5,2.5,4.75,4.75,4.5,4.25,1.2551.754.254.751.7531.52.51.754.754.54.25
